annotation_id,record_id,brand_target,raw_text,processed_text,label_BATTERY_CHARGING_polarity,label_SOFTWARE_TECHNOLOGY_polarity,label_PERFORMANCE_DRIVING_polarity,label_DESIGN_INTERIOR_polarity,label_SERVICE_AFTERSALES_polarity,label_PRICE_VALUE_polarity
ANN_00136,6b6b24c91fded89de0bac2474fe5f35aede0164f13a1631fbf4ea907020f3223,VinFast,Cứ lăng bánh tính tiền nó hệ thống quản lý đi theo định tuyến,cứ lăng bánh_tính tiền nó hệ_thống quản_l định,,,,,,
ANN_00137,d6ff210231ae09bdb7d43a05ebb78a8fb9b5a80e5dc1eef5ac68485aeb1849ab,VinFast,Cá nhân tôi đánh giá ko cao. Và chưa thể thay thế xe xăng.  1 là quãng đường đi đc quá ngắn. 2 là với mức phải thuê pin thì giá còn đắt hơn hoặc bằng xe xăng.,cá_nhân tôi đánh_giá không cao và chưa_thể thay th xăng quãng đường ngắn mức phải thuê pin giá đắt bằng xăng,,,,,,
ANN_00138,8d4c67a5f847a3403f95bc4f45ec5f25435b6628a72714bc0ed5818ea2fffe2c,VinFast,Có ai đang sử dụng cho em hỏi thuê pin là như thế nào ạ? Là mình thuê pin chạy nếu hết pin thì cứ sạc ở nhà và đóng tiền hàng tháng có đúng không ạ? Còn mua pin thì tầm bao lâu thay pin? Và giá thay pin là bao nhiêu ạ?,s_dụng em hỏi thuê pin th thuê pin chạy n_u t_pin cứ sạc nhà và đóng tiền hàng tháng đúng không mua pin tầm bao_lâu thay pin và giá thay pin bao_nhiêu,,,,,,
ANN_00139,6de22a5ec8547c40089a51dedc1201eb9084f1e63c7828efc94a90915038581d,VinFast,"So với VF e34 thì hơn hầu hết mọi mặt, nhg chắc giá cũng phải cao hơn VF e34 tầm 150tr thì lại là chuyện khác.
Còn so với VF6 thì mình vẫn thấy VF6 đẹp hơn, giá ngang nhau thì ko con nào vượt trội hơn con kia.
Đó là nói về xe ko, còn tính cả hạ tầng sạc hạ tầng DV thì VF vẫn có lợi thế lớn.",so vf e34 hầu_h mặt nhg chắc giá phải cao vf e34 tầm 150 tr chuyện khác so VinFast_VF6 VinFast_VF6 đẹp giá ngang không vượt_trội nói không tính hạ_tầng sạc hạ_tầng dịch_vụ vf lợi th lớn,,,,,,
ANN_00140,a06f3ea689179e04d7aa1e0bdea3fb4481839636bbdda92469f091b65f633096,VinFast,Giờ vin đang kích cầu nên sạc giá rẻ. Ít năm nữa ng dùng nhiều điện k đủ sẽ tăng giá,giờ vin kích_cầu sạc giá rẻ ít năm ng dùng điện không đủ tăng_giá,,,,,,
ANN_00141,cdd1ab29f665d0d2096b8826c741db803cf2c0ee56efb4c2d05372e1e65f6e9e,VinFast,"Thôi đừng diễn nữa mấy em. Không cạnh tranh được đâu, chỉ đốt tiền thôi",thôi đừng diễn mấy em không cạnh_tranh đâu đốt tiền thôi,,,,,,
ANN_00142,1130f7a8d995d7eb9bee28e11b5163b5b79fbb00afb2577675f243a81228c59a,VinFast,Quá đắt vs con này,giá_đắt vs,,,,,,
ANN_00143,aacd638c6a5811a061ef98902ad131a5e7b9fe3ba5f34b6efb65b49438de1a47,VinFast,"cái dở của xe này là trang bị tính năng vượt mức tầm giá. Quanh 800, người VN nghĩ tới các dòng xe máy dưới 1.5, đa dụng. 1 con xe 200hp, treo sau đa điểm là ko cần thiết cho nhu cầu của đa số ng có số tiền 800tr để mua xe.",dở trang_bị tính_năng vượt mức tầm giá quanh 800 vn nghĩ tới dòng xe_máy đa_dụng 200 hp treo đa_điểm không cần thi_t nhu_cầu đa_số ng số tiền 800 tr mua,,,,,,
ANN_00144,8409dcd373c85a2aea85ba6704924690390a818cc5ccfc8b38afeff2fcc4f3dc,VinFast,"Nghịch lý những nước giàu có bình quân thu nhập đầu người cao thì giá ôtô lại rẻ còn Việt Nam, Cuba, Triều tien thì giá ôtô rất đắt đa số người dân không thể mua được",nghịch nước giàu_có bình_quân thu_nhập đầu cao giá ôtô rẻ việt_nam cuba triều tien giá ôtô rất đắt đa_số người_dân không_thể mua,,,,,,
ANN_00145,cf9f84c4ec3b9e95d9898a5a9c7fe48edfd7d4256cbb759889901b36b783282a,VinFast,"Xe điện hạng C của một thương hiệu 6 năm bán giá bằng xe xăng dầu hạng D của những thương hiệu hàng trăm năm??? 
Anh Việt Anh nghĩ sao về vấn đề này?",xe_điện hạng thương_hiệu năm bán giá bằng xăng_dầu hạng thương_hiệu hàng trăm_năm anh việt anh nghĩ vấn_đề,,,,,,
ANN_00146,bdfa9d50f9d78df10fb3a74615ceadbfa3633e2a5b3331e59033a0ec8158b2ba,VinFast,Lần đầu tiên xe ở Hoa kỳ 🇺🇸 có giá Ngang bằng 🇻🇳,đầu_tiên hoa_kỳ giá ngang bằng,,,,,,
ANN_00147,74fc12f0702c5f9174d113372adb528f12cda3933192b9b7e1a4275064dfc9c5,VinFast,"Xe hạng B mà truyền Thông Hạng C để bán giá cao là đủ hiểu rồi . Chiêu trò kinh doanh của Vin luôn là vậy ,",hạng truyền_thông hạng bán giá cao đủ hiểu chiêu_trò kinh_doanh vin,,,,,,
ANN_00148,6ace10911a5737ddcdf280c6f9336e0f9bfebf685904454c7d877789d93f3c08,VinFast,"may ko nghĩ chiến lược bán hàng của hảng à ,đến lúc lượng xe bán ra khoã lấp thị trường thì nó nâng giá tiền xạc lên cho vỡ mồm, điện so với xăng rẽ được chút trước mắt sau này bù vào thay pin ko đủ , xe điện bất tiện xe hay lỗi mất thời gian , sau khi xạc  đầy10 phút tính tiền đỗ xe bể mặt",may không nghĩ chi n_lược bán hàng hảng lượng bán khoã_lấp thị_trường nó nâng_giá tiền xạc vỡ mồm điện so xăng rẽ chút trước_mắt sau_này bù thay pin không đủ xe_điện bất_tiện lỗi mất thời_gian xạc đầy10 phút tính tiền đỗ bể mặt,,,,,,
ANN_00149,bda7c28c8fd5dffa3062eb5e8bc9b7a0b58e63ebf1df4a766869cefe212b870f,VinFast,"Vòng bi động cơ điện là vòng bi chạy khô nên nó nhanh xuống cấp hơn vòng bi ngâm trong dầu, nên có dấu hiệu kêu là đã khô mỡ cần phải thay thế để đảm bảo an toàn, không nên chần chừ, nếu nó bị vỡ sẽ cạ roto lúc đó phải thay cả cái động cơ sẽ tốn kém hơn nhiều",vòng bi_động_cơ điện vòng_bi chạy khô nó nhanh xuống_cấp vòng bi_ngâm dầu dấu_hiệu kêu khô_mỡ cần phải thay th đảm_bảo an_toàn không chần_chừ n_u nó vỡ cạ_roto phải thay động_cơ tốn_chi_phí,,,,,,
ANN_00150,26634400de41c49339e7fc45ac39cef7911d67df2d56d5031512e52db48fc2c5,BYD,Nếu như không có nhà để sạc được thì mua cha nó sẽ xăng cho rồi. Còn nếu có nhà để sạc thì mua luôn Xe điện. Động cơ Lai kết hợp này sửa chữa xe tốn kém.,n_u không nhà sạc mua cha nó xăng cho_rồi n_u nhà sạc mua xe_điện động_cơ lai_k t_hợp a_chữa tốn_chi_phí,,,,,,
ANN_00151,311836635b0eefe524d240cde2b98b7e4e0091f10742ea90b3e7838d0c1034c0,BYD,Xe này nên chế pin mặt trời chứ không nên sạc lổ mũi heo.,ch pin mặt_trời chứ không sạc_lổ mũi heo,,,,,,
ANN_00152,a75cdc01a5f37ef3a472ec1cc0c177062742b1f4cb73a2a790aeaf9837fc561d,BYD,"Cái đáng lo nhất là chế độ Hybrid vừa chạy vừa sạc cho pin , theo time thì pin có ổn ko ? Giống như đt còn 25% pin vừa sạc vừa chơi game vậy",đáng lo ch độ hybrid vừa chạy vừa sạc pin time pin ổn không giống đt 25 pin vừa sạc vừa chơi game,,,,,,
ANN_00153,6578d5f16163c37d701954cc037c1271a49f94a2cce3f95e1ca61c246fc2d699,BYD,Chỗ nào sạc thoải mái thế nhỉ😅 tao chống mắt lên xem,chỗ sạc thoải_mái th nhỉ tao chống mắt xem,,,,,,
ANN_00154,2db05ba794693ca5bfdef0eb4ef2733d2013bb4ba4749d1ed1831a72f1be9245,BYD,"BYD là xe tàu nhưng thiết kế có nét riêng nội ngoại thất đều đẹp, nếu có xe PHEV giá phải chăng thì tuyệt vời, Sealion 6 thì giá hơi cao còn xe thuần điện thì ko có trụ sạc",byd xe_trung_quốc nhưng thi nét riêng nội_ngoại_thất đều đẹp n_u phev giá phải_chăng tuyệt_vời sealion giá hơi cao thuần_điện không trụ sạc,,,,,,
ANN_00155,caf4ede352dbef36f2039a6671a950f96ab8efe85a39d034e174847fa3da2d2f,BYD,0 có trạm sạc thì vứt nhé. A vin vẫn làm trùm thôi,trạm_sạc vứt a_vin làm trùm thôi,,,,,,
ANN_00156,5ec23b841b0028515bc1e564722cbb2de57917cf4b4543306c4f6ffad92dd188,BYD,"Thấy nhiều người bảo chạy tầm 90km trở nên thì rất ồn, bác chủ xe cho xin cảm nhận phần này nhé",bảo chạy tầm 90 km trở_nên rất ti_ng_ồn bác chủ xin cảm_nhận phần,,,,,,
ANN_00157,8e1d7c7ffe88ba32e6650c501899c8185d4aa8d3188ae6c1e5c17e934aa08cb8,BYD,"Xe gì ông toàn đi chủ đích 40-50km/h đi Bắc Nam đi như bò cả đoàn xe, đi với tốc độ này thì đi Corrola cros HEV cũng có khác gì,  có khi còn lợi hơn,  nói chuiing xe TQ thì tẩy chay",ông chủ_đích 40 50 km bắc_nam bò đoàn tốc_độ corrola cros hev khác có_khi lợi nói chuiing tq tẩy_chay,,,,,,
ANN_00158,0d6ff1cd00f34bf12c8629064400f9b274bcd16e414174c9dc4700ff3a842415,BYD,sạc cầm tay từ cạn đến đầy mất bao nhiêu thời gian ?,sạc cầm tay cạn đầy mất bao_nhiêu thời_gian,,,,,,
ANN_00159,8caeea6e939586f0977b76468cbf5a05e2a0235a183be481d95db5e51fd25c4b,BYD,"Chạy dịch vụ mà bác chọn sạc từ tỉnh này sang tỉnh khác mới sạc được thì chịu rồi. Tôi tìm trạm sạc cách vài cây là đã bực lắm rồi ấy. Chạy dịch vụ gặp khách đi nối chuyến ở xa thì đi kiểu gì, quyết định chọn xe ko hợp lý",chạy dịch_vụ bác chọn sạc tỉnh sang tỉnh khác mới sạc chịu tôi tìm trạm_sạc cách vài cây bực_bội ấy chạy dịch_vụ gặp khách nối chuy xa quy_t định chọn không hợp,,,,,,
ANN_00160,ee1701742be64e93320b68433024184c1f44fc8c261546feb393eb43cb48bcb9,BYD,3.2 .lit 100 km tốc độ 44 km  giờ.....tương đương 8 lít 100 km ở vân tốc 90km  giờ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,lit 100 km tốc_độ 44 km giờ tương_đương lít 100 km vân_tốc 90 km giờ,,,,,,
ANN_00161,e42d789619d296f323cda518af742e5b99340ade979875285bd4e0a8c618c66a,BYD,"mình chạy xe dịch vụ , liên tỉnh, muốn mua mà e trạm sạc",chạy dịch_vụ liên_tỉnh muốn mua trạm_sạc,,,,,,
ANN_00162,90207bb692bbee043f2b6dd0f8c5c3c46fb5049e37ff82924953511378e5eaf0,BYD,BYD CÓ SẠC TẠI NHÀ VÀ CÓ HỖ TRỢ ĐỘNG CƠ XĂNG RẤT TIẾT KIỆM NHIÊN LIỆU .. HỌC HỎI THÊM MÀ PHÁT TRIỂN THEO NGƯỜI TA ĐỂ MÀ PHÁT TRIỂN CHO DÂN VN ĐC HƯỞNG THỤ,byd sạc_tại_nhà và hỗ_trợ động_cơ xăng rất ti t_kiệm nhiên_liệu học_hỏi phát_triển ta phát_triển dân vn hưởng_thụ,,,,,,
ANN_00163,91699a923448ea04a44715651822e86c5d40d15b62b19cf8feeb24b78ac4f691,BYD,"Buồn cười nhất là mấy thánh vào phán ""tôi đi xe xăng 10-20 năm mà xe vẫn chạy tốt"". Chạy thế nào là tốt, xe đi bao nhiêu km rồi, trang bị an toàn có cái gì ko, công nghệ có gì ko, ko có trang bị thì có gì để mà hỏng. Tôi đây đi 7 đời xe xăng dầu các thể loại rồi, đi đến 8 vạn là cảm thấy xuống rõ, phải đi nhiều xe và đi từ lúc bóc seal mới biết chứ mấy thánh ôm mỗi con xe thì biết khỉ gì mà phán. Tóm lại xe xăng thua xa xe điện trong cùng tầm giá hoặc có thể gấp 2 lần giá xe điện, thua mọi mặt luôn. Các thánh ôm xe xăng rồi phán thì chắc có lẽ 99% chưa sử dụng xe điện bao giờ kaka.",buồn_cười nhất_là mấy thánh phán tôi xăng 10 20 năm chạy tốt chạy th tốt bao_nhiêu km trang_bị an_toàn không công_nghệ không không trang_bị hỏng tôi đây đời xăng_dầu thể_loại vạn cảm_thấy rõ phải và bóc seal mới bi_t chứ mấy thánh_ôm mỗi bi_t khỉ phán_tóm_lại xăng_thua xa xe_điện tầm_giá có_thể gấp giá xe_điện thua mặt thánh_ôm xăng phán chắc có_lẽ 99 chưa s_dụng xe_điện bao_giờ kaka,,,,,,
ANN_00164,7114cbf243e654e7f02c310efca0493d188a49b881730cafe63e82661d18e255,BYD,Xe này muốn sạc ngoài đường thì qua đâu được nhỉ?,muốn sạc ngoài đường đâu nhỉ,,,,,,
ANN_00165,9799707aa1c0154442b6ed7398000f0948d9266324196cad0611905dd9edaf96,BYD,"sự kiện lái thử 30 ngày này của BYD, lúc nhận xe có cần cọc gì không a Tony  ơi. Hay là mình chỉ tốn phí sạc thôi ạ?",sự_kiện lái th 30 ngày byd nhận cần cọc không a_tony hay_là tốn phí sạc thôi,,,,,,
ANN_00166,1987b2bc3969ada7ad0137c62234d11201500e4126cc746cfe56f0f128672cea,BYD,Nghe lùa gà thôi. Mua về hết bin hơi mệt. Vin sạc khắp nơi .,nghe lùa gà thôi mua bin_hơi mệt_vin sạc khắp_nơi,,,,,,
ANN_00167,117928c8fa9241a189a9d1d1073d7c46bd58f2eb816b5bb4c93e3984c3346bc9,BYD,"Byd giá thay pin mới rất cao, con rẻ nhất của byd la dolphin cũng 150 tr rồi.",byd giá thay pin mới rất cao rẻ byd_la BYD_Dolphin 150 tr,,,,,,
ANN_00168,298b2003392e10019b51550f06dd2ba9719ec61b46a1f081beca88b9a59a348f,BYD,Nói chung con này hơn đứt VF. Nó chỉ thua trạm sạc và lòng yêu nước thôi,nói_chung đứt vf nó thua trạm_sạc và lòng yêu nước thôi,,,,,,
ANN_00169,925a22ffe4b90174800d786e1b7f6245bb96ca54cf54e9ac8ca58692aee3f035,BYD,"2,2k nó phải sạc 20h nhỉ",nó phải sạc 20 nhỉ,,,,,,
ANN_00170,1043a24738da68084714593a1d1f5ceb70a2e0670740d0a12182f5fb512989f4,BYD,"Đi bao nhiêu Km thì phải sạc , và mỗi lần sạc mất bao lâu ? Pin này có bị nổ ko ? Sao ko dùng pin siêu mỏng của BYD chống cháy nổ ? Phí thay pin thì bao nhiêu? Ông dấu nhiều yếu điểm lắm",bao_nhiêu km phải sạc và mỗi sạc mất bao_lâu pin nổ không không dùng pin siêu_mỏng byd chống cháy nổ_phí thay pin bao_nhiêu ông dấu y_u điểm,,,,,,
ANN_00171,73b6113b14c506062472206eea5ab8a08e7523e06157fb0a9ca8ed9b3d0fbc2e,BYD,"Pin 15 năm trở ra mới phải tính đến việc thay nhé. Đi xe TQ thì đã sao, miễn là chủ xe thấy hài lòng khi sử dụng.",pin 15 năm mới phải tính việc thay tq miễn_là chủ hài_lòng s_dụng,,,,,,
ANN_00172,65c20b5b8db7be2f5dec2e0d6208668c4c6752cba5f5191394ee7c1fcfbb97ae,BYD,"Xe điện mà ko có trạm sạc phổ cập nhiều như vin, thì còn lâu mới bán đc xe, nhiều trạm sạc như vin, hàng còn ế vcl nữa là… 😅",xe_điện không trạm_sạc phổ_cập vin lâu mới bán trạm_sạc vin hàng vcl,,,,,,
ANN_00173,64d59196af6c041bbdb0fb0a53172b2a315e8eb09922c4f278d877f5ccee02dd,BYD,Thật sự là BYD xịn hơn Vin rào cảng của họ là trạm sạc,thật_sự byd xịn vin rào_cảng họ trạm_sạc,,,,,,
ANN_00174,7f108a42c3986f9c9689204047cc8b603b81ab496eb3e7324a0170f5b1772a8c,BYD,"Quá khủng khiếp 1,700km - 1,800km/ 1 lần full nhiên liệu, như thế này mà chính sách sau bán hàng tốt hỗ trợ khách hàng tốt thì quả thật là một đối thủ đáng gờm cho tất cả hãng xe khác.",khủng_khi 700 km 800 km full nhiên_liệu th chính_sách bán hàng tốt hỗ_trợ khách_hàng tốt quả_thật đối_thủ đáng gờm tất_cả hãng khác,,,,,,
ANN_00175,a01b20a47991267e71515e2967b0155f5b76d277a0895e2588f615d278c5b704,BYD,Màn hình atto 3 là màn anr hả bạn,màn_hình BYD_Atto3 màn anr hả,,,,,,
ANN_00176,483a926c942ce24eff5eac2c68856e977b51b6044076b649a59decca2ad16972,BYD,Ông sếp công ty mới mua xong bản full. Phải nói là đẳng cấp. Xe chạy rất mượt phần mềm rất ổn định. Nên mua hãng này,ông s_p công_ty mới mua xong bản full phải nói đẳng_cấp chạy rất mượt phần_mềm rất ổn_định mua hãng,,,,,,
ANN_00177,e0eca0f9ff49a76231803f6520b664f6cbdf1668b5b089e020dca5c31a4c066b,BYD,Cho hỏi bạn chạy tình cờ hay có app kiếm,hỏi chạy tình_cờ ứng_dụng ki,,,,,,
ANN_00178,de7c3e8572e3c3518788c1ed2e49e8c4b9358855b3de8f089d409d5259828565,BYD,Màn hình đó mà xem jav thì hết sảy,màn_hình xem jav sảy,,,,,,
ANN_00179,5bfa1b2e3d5503e271524ee791b54d89674548d4a757af1b177b0514b6476a9d,BYD,"Theo báo cáo từ EU vào ngày 2/11/2024, xe BYD của TQ cụ thể là mẫu Dolphin và Atto 3 lúc đầu được đánh giá 5 sao, nhưng trong trải nghiệm thực tế tại châu Âu các mẫu xe BYD bị đánh giá là 1 sao do chất lượng xe BYD quá tệ và độ an toàn quá thấp, đặc biệt là hệ thống hỗ trợ lãi của BYD Dolphin và Atto 3 bị đánh giá là tệ nhất trong tất cả các phần mềm của các xe điện. Hệ thống hỗ trợ lái của BYD không đọc được các biển cảnh báo giao thông, BYD gặp khó khăn trong việc phát hiện giới hạn tốc độ theo tiêu chuẩn Euro NCAP, tính năng theo dõi làn đường của BYD chỉ hoạt động ở tốc độ vài km/giờ và không thể hoạt động trên đường cao tốc, tính năng giám sát nhận diện vật cản phía trước như người đi đường hoặc một xe khác, của BYD đạt điểm ZERO. Đó là chưa kể thân xe đã bị rỉ sét chỉ sau vài tháng sử dụng và động cơ điện của BYD không đạt tiêu chuẩn an toàn do bị lỗi trong quá trình sản xuất bộ điều khiển cụm cột lái trợ lực điện (CEPS). Cụ thể, khi nắp công cụ thiết bị đóng lại, nó có thể can thiệp vào tụ điện trên bảng mạch điều khiển, tạo ra các vết nứt nhỏ. Những vết nứt này có thể tiến triển và dẫn đến các tình huống nguy hiểm như đoản mạch, quá nhiệt và cháy nổ. Sự cố này đã khiến nhiều người đặt câu hỏi về độ tin cậy và an toàn của BYD Dolphin và Atto 3. Kết quả là, chính phủ liên bang châu Âu, đã hạ chỉ số sản toàn của BYD xuống còn 1 sao, và cảnh báo người tiêu dùng sẽ phải hoàn toàn tự chịu trách trách niệm, nếu mua các xe điện TQ, kể cả xe BYD. Đó là chưa kể đến những lo lắng về khả năng công nghệ trang bị trên xe hơi của BYD nói riêng và ô tô Trung Quốc nói chung, có thể thu thập thông tin cá nhân người sử dụng và an ninh quốc phòng của quốc gia sở tại. Vấn đề này đã được Mỹ và Australia cảnh báo. Đây là lý do tại sao xe điện TQ bao gồm cả BYD bị tồn kho hàng chục nghìn xe tại châu Âu vì chất lượng quá kém và độ an toàn không đạt tiêu chuẩn.",báo_cáo eu ngày 11 2024 byd tq cụ_thể mẫu BYD_Dolphin và BYD_Atto3 đầu đánh_giá nhưng trải_nghiệm thực_t châu_âu mẫu byd đánh_giá do chất_lượng byd tệ và độ an_toàn thấp đặc_biệt hệ_thống hỗ_trợ lãi BYD_Dolphin và BYD_Atto3 đánh_giá tệ tất_cả phần_mềm xe_điện hệ_thống hệ_thống_hỗ_trợ_lái byd không đọc biển cảnh_báo giao_thông byd gặp khó_khăn việc phát_hiện giới_hạn tốc_độ tiêu_chuẩn euro ncap tính_năng theo_dõi làn_đường byd hoạt_động tốc_độ vài km giờ và không_thể hoạt_động đường_cao_tốc tính_năng giám_sát nhận_diện vật cản phía đường khác byd đạt điểm zero chưa kể thân rỉ sét vài tháng s_dụng và động_cơ điện byd không đạt tiêu_chuẩn an_toàn do lỗi quá_trình sản_xuất bộ điều_khiển cụm cột lái trợ_lực điện_ceps cụ_thể nắp công_cụ thi_t đóng nó có_thể can_thiệp tụ_điện bảng_mạch điều_khiển tạo nứt nhỏ nứt có_thể ti n_triển và dẫn tình_huống nguy_hiểm đoản_mạch nhiệt và cháy nổ sự_cố đặt câu hỏi độ tin_cậy và an_toàn BYD_Dolphin và BYD_Atto3_k t_quả chính_phủ liên_bang châu_âu hạ chỉ_số sản_toàn byd và cảnh_báo tiêu_dùng phải hoàn_toàn tự chịu_trách trách_niệm n_u mua xe_điện tq kể_cả byd chưa kể lo_lắng khả_năng công_nghệ trang_bị xe_hơi byd nói_riêng và ô_tô trung_quốc nói_chung có_thể thu_thập thông_tin cá_nhân s_dụng và an_ninh quốc_phòng quốc_gia sở_tại vấn_đề mỹ và australia cảnh_báo đây do tại_sao xe_điện tq bao_gồm byd tồn_kho hàng chục nghìn châu_âu chất_lượng và độ an_toàn không đạt tiêu_chuẩn,,,,,,
ANN_00180,7e505554467bc39eb31c94a69913bbf158610ea6de1ee7725f645c1c5aaea3d4,BYD,Nên bán ra 1 bản có full Adas nữa thì ng mua mới cảm thấy ko có adas giá sẽ dc giảm đi ....,bán bản full hệ_thống_hỗ_trợ_lái ng mua mới cảm_thấy không hệ_thống_hỗ_trợ_lái giá giảm,,,,,,
ANN_00181,0c08d92fdfed0c741eba9ff78b58d19ffddce31d3a80ef85a0f0ab4b0386c1cf,BYD,"Sử dụng 1 mẫu xe điện nói chung, ở đây lại còn là xe điện non VF thì tất nhiên ai cũng quan tâm đến việc sạc:
Bất tiện chung: Trạm sạc tuy đã được rải khá đều nhưng mật độ còn thấp, và mật độ thấp cộng thêm rủi ro lỗi, hay bị chiếm sạc nên đôi khi việc sạc sẽ gặp khó khăn. Nhiều bên làm sạc khác nhau nên chưa đồng bộ về app, về phương thức thanh toán. Muốn sạc đc ở khắp VN thì phải cài hơn chục app. 
Quãng đường di chuyển đc cho 1 lần sạc của Seal Performance có thể lên tới hơn 600km với điều kiện đi đường trường đều ga (đi thoải mái chứ không phài đi kiểu căn ke để cố gắng đc quãng đường xa nhất) -> Thực tế đi trong phố cũng phải hơn 500km -> 1 tháng sạc 3 lần. Vậy cốt lõi vấn đề sạc chúng ta nhìn vào 2 khía cạnh: ĐI hàng ngày và đi xa Đi hàng ngày: Tức là tháng sạc 3 lần + trên đdường đi hàng ngày của bạn có trạm sạc thì theo tôi ko phải vấn đề quá nhức nhối. Tất nhiên vẫn phải quay trở lại với những bất tiện chung như đã nêu
Đi xa: Phải tính toán kĩ lưỡng hơn về cung đường đi để căn thời gian sạc + thêm những bất tiện chung nên cơ bản đi xa vừa vừa, quay đi quay lại thì OK, chứ đi xuyên Việt vẫn đau não phết. 
=> Với điều kiện sử dụng phổ thông với tôi ở HN thì tôi thấy bất tiện nó không quá lớn nếu mình thực sự tính toán và sắp xếp, nó nằm ở 2 key: Quãng đường đi dc dài và trên cung đường đi có trạm sạc",s_dụng mẫu xe_điện nói_chung đây xe_điện non_vf tất_nhiên quan_tâm việc sạc bất_tiện chung trạm_sạc rải khá đều nhưng mật_độ thấp và mật_độ thấp_cộng rủi_ro lỗi chi sạc đôi_khi việc sạc gặp khó_khăn bên làm sạc khác chưa đồng_bộ ứng_dụng phương_thức thanh_toán muốn sạc khắp vn phải cài chục ứng_dụng quãng đường di_chuyển sạc seal_performance có_thể tới 600 km điều_kiện đường trường đều ga thoải_mái chứ không phài căn_ke cố_gắng quãng đường xa thực_t phố phải 500 km tháng sạc cốt_lõi vấn_đề_sạc chúng_ta nhìn khía_cạnh hàng ngày và xa hàng ngày tức_là tháng sạc đdường hàng ngày trạm_sạc tôi không phải vấn_đề nhức_nhối tất_nhiên phải quay trở_lại bất_tiện chung nêu xa phải tính_toán kĩ_lưỡng cung đường căn thời_gian sạc bất_tiện chung cơ_bản xa vừa vừa quay quay đồng_ chứ xuyên việt đau_não ph_t điều_kiện s_dụng phổ_thông tôi hn tôi bất_tiện nó không lớn n_u thực_sự tính_toán và sắp nó nằm key quãng đường dài và cung đường trạm_sạc,,,,,,
ANN_00182,e1a30a07fa54fb7a35174beb81d9e9dbe9799a5b636b0b1e353a752d0cd8fa11,BYD,Hình như màn hình trung tâm có xoay được hay sao ấy a,hình_như màn_hình trung_tâm xoay ấy,,,,,,
ANN_00183,95f7ebddc7b66046bfc5a23ead35c0bedc238b3756c484634772327320cb232e,BYD,Cao tốc cho chạy 90 ma mấy ông chạy rà rà như thế thì k chính xác với thực tế đi đường mặc dù bt các ông đi hẳn 5 xe là các ông đã đớp tiền của hãng rồi nhưng k đúng với thực tế sử dụng chả khác j đang lừa dối người việt cả,cao_tốc chạy 90 ma mấy ông chạy rà_rà th không chính_xác thực_t đường mặc_dù bluetooth ông hẳn ông đớp tiền hãng nhưng không đúng thực_t s_dụng chả khác lừa_đảo_dối việt,,,,,,
ANN_00184,bee0547778f589f114f9c45aa2137541dfe5adcc40f6a3c16961629125ce7dc7,BYD,Anh cho em hỏi là app map trạm sạc tên là gì ạ?,anh em hỏi ứng_dụng map trạm_sạc tên,,,,,,
ANN_00185,6b7dd12f485156069b18678778a09ad5c1ef1aaea93f848cf4f7f0aae3f2447d,BYD,Bản Dynamic mà có adas thì ngon 😂,bản dynamic hệ_thống_hỗ_trợ_lái ngon,,,,,,
ANN_00186,fdfa4a00a86fc91f0c7d48b0fcb00c7c8e2bdc501247aa6f499b7328f477feb5,BYD,Ở VN mình thì chạy mấy dòng xe điện ko phải của V thì mình phải đi tìm trạm trước và phải tải 7749 cái app về máy,vn chạy mấy dòng xe_điện không phải phải tìm trạm và phải tải 7749 ứng_dụng máy,,,,,,
ANN_00187,7c4a7f4a63ce80fa41da43745c35776a4d76c409dcd2743c0afebbe10995b0f6,BYD,Mình thích nhất là camera 360,thích camera_360,,,,,,
ANN_00188,777e7c4e71a90425b24c90787487988dc3352a44e2e0bc68cabd13b72c8f2146,BYD,"để cái màn hình che hết cửa gió điều hòa, nhìn hơi thô",màn_hình che t_c a_gió điều hòa nhìn hơi thô,,,,,,
ANN_00189,1d41d99dfbc2d46c82431cd41ad4880b53008d96d33df443b9a78f2ec611da08,BYD,"Không có adas, phanh giảm thiểu va chạm và giữ ga tự động trên cao tốc rất là quan trọng",không hệ_thống_hỗ_trợ_lái hệ_thống_phanh giảm_thiểu va_chạm và giữ ga tự_động cao_tốc rất quan_trọng,,,,,,
ANN_00190,b95994c9ad44d972f90d6ee8626e5edeccf745cbbd43e17aaf9c93b52c565ec9,BYD,"Xe ngon, nhưng sau 5-10 năm nữa ko bt còn ở VN ko 😅",ngon nhưng 10 năm không bluetooth vn không,,,,,,
ANN_00191,552c5d0eb6bc91db0f20f0e1333f6a9c1695e8b65c213375f982b3c0f56d652f,BYD,"màn hình mà bị lóa thì ae chuyển sang chế độ dọc nó sẽ chỉ bị lóa 1 phần bên trên thôi, vẫn lóa nhưng đỡ hơn được 20 30%",màn_hình lóa ae chuyển sang ch độ dọc nó lóa phần bên thôi lóa nhưng đỡ 20 30,,,,,,
